transaction_id,account_id,customer_id,transaction_date,amount,transaction_type,counterparty_name,counterparty_country,channel,full_name,risk_rating,country_of_residence
TXN000375,ACCT00140,CUST0084,2025-02-09 00:00:00,2216.94,ACH,Olga Harris,Australia,Wire,Ahmed Clark,Low,UAE
TXN000376,ACCT00026,CUST0013,2025-02-09 00:00:00,1363.2,ACH,Lucas Hernandez,Iran,Wire,Jennifer Brown,High,Ireland
TXN000377,ACCT00132,CUST0077,2025-02-09 00:00:00,1268.02,Withdrawal,Jennifer Jackson,United Kingdom,Branch,Liam Ramirez,Medium,UAE
TXN000378,ACCT00027,CUST0014,2025-02-09 00:00:00,567.87,CashDeposit,Anchor Group,Iran,ATM,Ethan Jones,High,India
TXN000379,ACCT00242,CUST0145,2025-02-10 00:00:00,3372.01,CashDeposit,Michael Sanchez,Singapore,ATM,Mateo Walker,Medium,Australia
TXN000380,ACCT00061,CUST0034,2025-02-10 00:00:00,2148.94,Withdrawal,Charles Moore,Germany,ATM,William Harris,Low,Japan
TXN000381,ACCT00285,CUST0173,2025-02-10 00:00:00,113.17,WireTransfer,Sunrise Traders,United Kingdom,Wire,Karen Clark,Low,United Kingdom
TXN000382,ACCT00160,CUST0096,2025-02-10 00:00:00,1274.68,Withdrawal,Atlas Trading,Canada,ATM,Karen Flores,Low,Ireland
TXN000383,ACCT00075,CUST0041,2025-02-10 00:00:00,542.63,ACH,Yuki Miller,Canada,Online,Arjun Thomas,Low,Japan
TXN000384,ACCT00297,CUST0179,2025-02-10 00:00:00,575.77,CashDeposit,Ahmed Johnson,United Kingdom,Online,Linda Robinson,Medium,Switzerland
TXN000385,ACCT00315,CUST0191,2025-02-10 00:00:00,372.13,Withdrawal,Olga Nguyen,Singapore,ATM,Liam Flores,Low,Canada
TXN000386,ACCT00056,CUST0032,2025-02-10 00:00:00,5298.93,CashDeposit,Olga Green,UAE,Branch,Sofia Miller,Medium,Spain
TXN000387,ACCT00186,CUST0111,2025-02-10 00:00:00,1297.69,Deposit,Jessica Taylor,Netherlands,Wire,Mia Wright,Low,Spain
TXN000388,ACCT00249,CUST0149,2025-02-11 00:00:00,728.65,WireTransfer,Priya Johnson,United Kingdom,Wire,Michael Lewis,Low,United States
TXN000389,ACCT00083,CUST0045,2025-02-11 00:00:00,360.18,Deposit,Mia Jackson,United Kingdom,Branch,Karen Green,Low,United States
TXN000390,ACCT00267,CUST0159,2025-02-11 00:00:00,205.64,CashDeposit,Wei Hernandez,Canada,ATM,Camila Thompson,Medium,France
TXN000391,ACCT00031,CUST0017,2025-02-11 00:00:00,613.75,ACH,Thomas Garcia,Venezuela,Branch,Thomas King,High,Spain
TXN000392,ACCT00319,CUST0195,2025-02-12 00:00:00,90.55,Withdrawal,Delta Enterprises,Netherlands,Branch,Jennifer Garcia,Low,Canada
TXN000393,ACCT00147,CUST0088,2025-02-12 00:00:00,3223.13,Withdrawal,Jennifer Thompson,France,ATM,Barbara Brown,Low,Japan
TXN000394,ACCT00279,CUST0169,2025-02-12 00:00:00,1016.45,WireTransfer,Jennifer Jackson,Australia,Online,Olga Torres,Low,Canada
TXN000395,ACCT00251,CUST0151,2025-02-12 00:00:00,724.36,ACH,Ahmed Hernandez,Spain,Branch,Olga Garcia,Medium,Spain
TXN000396,ACCT00249,CUST0149,2025-02-12 00:00:00,293.62,Withdrawal,Anchor Group,Ireland,Wire,Michael Lewis,Low,United States
TXN000397,ACCT00249,CUST0149,2025-02-12 00:00:00,1834.72,WireTransfer,Mia Garcia,Ireland,Online,Michael Lewis,Low,United States
TXN000398,ACCT00284,CUST0172,2025-02-12 00:00:00,657.8,Withdrawal,Global Logistics,United States,Branch,Sofia Lee,Low,Germany
TXN000399,ACCT00314,CUST0191,2025-02-12 00:00:00,1386.58,Withdrawal,Metro Group,Switzerland,Online,Liam Flores,Low,Canada
TXN000400,ACCT00199,CUST0122,2025-02-12 00:00:00,936.68,Deposit,Jessica Hill,UAE,Branch,William Smith,Low,India
TXN000401,ACCT00177,CUST0107,2025-02-12 00:00:00,3807.16,WireTransfer,James Hernandez,Switzerland,Branch,Jessica Martin,Low,Australia
TXN000402,ACCT00025,CUST0013,2025-02-12 00:00:00,437.84,CashDeposit,Nova Imports,Afghanistan,Online,Jennifer Brown,High,Ireland
TXN000403,ACCT00055,CUST0031,2025-02-12 00:00:00,1179.19,WireTransfer,Delta Traders,France,Wire,David Ramirez,Low,France
TXN000404,ACCT00024,CUST0012,2025-02-12 00:00:00,294.03,WireTransfer,Joseph Ramirez,Afghanistan,Online,Mia Sanchez,High,United Kingdom
TXN000405,ACCT00134,CUST0079,2025-02-13 00:00:00,167.4,CashDeposit,Pacific Trading,Japan,Online,Jessica Moore,Low,Canada
TXN000406,ACCT00095,CUST0054,2025-02-13 00:00:00,1011.85,Deposit,Mary Scott,Canada,ATM,Sofia Clark,Low,UAE
TXN000407,ACCT00124,CUST0074,2025-02-13 00:00:00,161.96,ACH,Global Partners,France,Branch,James Miller,Low,Germany
TXN000408,ACCT00292,CUST0176,2025-02-13 00:00:00,3475.93,CashDeposit,Metro Capital,France,Wire,Michael Young,Low,France
TXN000409,ACCT00291,CUST0176,2025-02-13 00:00:00,322.47,CashDeposit,Karen Hill,Australia,Wire,Michael Young,Low,France
TXN000410,ACCT00031,CUST0017,2025-02-13 00:00:00,163.18,WireTransfer,Global Exchange,Netherlands,Wire,Thomas King,High,Spain
TXN000411,ACCT00247,CUST0148,2025-02-13 00:00:00,181.72,Withdrawal,Prime Exchange,Canada,Online,Elizabeth Young,Low,United Kingdom
TXN000412,ACCT00210,CUST0129,2025-02-13 00:00:00,70.94,WireTransfer,Michael Thomas,United States,Branch,Robert Ramirez,Medium,Netherlands
TXN000413,ACCT00138,CUST0082,2025-02-13 00:00:00,479.19,Deposit,Priya Flores,United Kingdom,Online,Sven Brown,Low,Spain
TXN000414,ACCT00027,CUST0014,2025-02-13 00:00:00,144.89,CashDeposit,Falcon Trading,Venezuela,Branch,Ethan Jones,High,India
TXN000415,ACCT00014,CUST0007,2025-02-13 00:00:00,8719.87,Deposit,Susan Wright,Yemen,Online,Wei Wilson,High,Netherlands
TXN000416,ACCT00241,CUST0144,2025-02-13 00:00:00,1682.52,Withdrawal,Linda Hill,Netherlands,Branch,Karen Hill,Low,Switzerland
TXN000417,ACCT00292,CUST0176,2025-02-14 00:00:00,143.64,WireTransfer,Elizabeth Lee,Ireland,Online,Michael Young,Low,France
TXN000418,ACCT00281,CUST0171,2025-02-14 00:00:00,88.37,Withdrawal,Wei Robinson,UAE,Wire,Ahmed White,Low,Switzerland
TXN000419,ACCT00002,CUST0001,2025-02-14 00:00:00,22202.94,WireTransfer,Crown Trading,Venezuela,Wire,Mateo Clark,High,Ireland
TXN000420,ACCT00223,CUST0134,2025-02-14 00:00:00,1079.71,WireTransfer,Jessica Rodriguez,India,ATM,Sven Young,Low,Spain
TXN000421,ACCT00262,CUST0158,2025-02-14 00:00:00,777.97,WireTransfer,Arjun Jackson,Japan,Online,Thomas Smith,Low,France
TXN000422,ACCT00056,CUST0032,2025-02-14 00:00:00,409.98,WireTransfer,Olga Hill,Australia,Wire,Sofia Miller,Medium,Spain
TXN000423,ACCT00048,CUST0028,2025-02-14 00:00:00,1632.53,WireTransfer,Mary Walker,Japan,Wire,Sven Gonzalez,Low,Canada
TXN000424,ACCT00210,CUST0129,2025-02-14 00:00:00,362.54,Deposit,Anchor Capital,UAE,Branch,Robert Ramirez,Medium,Netherlands
TXN000425,ACCT00102,CUST0058,2025-02-14 00:00:00,1021.28,Withdrawal,Summit Trading,United States,Online,Joseph Anderson,Medium,Switzerland
TXN000426,ACCT00241,CUST0144,2025-02-14 00:00:00,831.93,Deposit,Ava Scott,United Kingdom,Online,Karen Hill,Low,Switzerland
TXN000427,ACCT00004,CUST0002,2025-02-14 00:00:00,71.5,ACH,Jessica Smith,Syria,Branch,William Ramirez,High,Yemen
TXN000428,ACCT00165,CUST0099,2025-02-14 00:00:00,148.93,Withdrawal,Wei Garcia,UAE,ATM,Elizabeth Ramirez,Low,UAE
TXN000429,ACCT00002,CUST0001,2025-02-14 21:00:00,21642.09,WireTransfer,Patricia Rodriguez,Netherlands,Wire,Mateo Clark,High,Ireland
TXN000430,ACCT00156,CUST0095,2025-02-15 00:00:00,1614.67,Withdrawal,Metro Capital,Ireland,ATM,Ahmed Sanchez,Medium,Canada
TXN000431,ACCT00101,CUST0057,2025-02-15 00:00:00,711.23,Deposit,Olga Jackson,United Kingdom,Online,Robert Walker,Low,India
TXN000432,ACCT00273,CUST0164,2025-02-15 00:00:00,697.1,WireTransfer,Linda Hill,Germany,Branch,Thomas Rodriguez,Medium,Switzerland
TXN000433,ACCT00200,CUST0122,2025-02-15 00:00:00,3848.64,WireTransfer,Joseph Lee,Netherlands,ATM,William Smith,Low,India
TXN000434,ACCT00098,CUST0056,2025-02-15 00:00:00,765.77,ACH,William Brown,France,Online,Sven Thomas,Low,United Kingdom
TXN000435,ACCT00287,CUST0173,2025-02-15 00:00:00,187.82,ACH,Sunrise Partners,India,Wire,Karen Clark,Low,United Kingdom
TXN000436,ACCT00127,CUST0075,2025-02-15 00:00:00,1642.41,WireTransfer,Lucas White,UAE,Online,Patricia Torres,Medium,Spain
TXN000437,ACCT00139,CUST0083,2025-02-16 00:00:00,293.17,WireTransfer,Wei Lee,United Kingdom,Online,Mary Nguyen,Low,India
TXN000438,ACCT00039,CUST0021,2025-02-16 00:00:00,557.27,CashDeposit,Joseph Robinson,Canada,Branch,Tatiana Orlova,High,Libya
TXN000439,ACCT00325,CUST0198,2025-02-16 00:00:00,1818.79,CashDeposit,Liam Lewis,United Kingdom,Online,Patricia Jackson,Low,France
TXN000440,ACCT00280,CUST0170,2025-02-16 00:00:00,598.04,Withdrawal,Mateo Lee,United States,ATM,Mateo Davis,Low,Australia
TXN000441,ACCT00176,CUST0106,2025-02-16 00:00:00,792.2,Withdrawal,Fatima Smith,Switzerland,Online,Emma Lewis,Low,Canada
TXN000442,ACCT00202,CUST0123,2025-02-16 00:00:00,234.62,Withdrawal,Horizon Freight,Japan,ATM,Robert Anderson,Low,UAE
TXN000443,ACCT00110,CUST0063,2025-02-16 00:00:00,4623.6,CashDeposit,Joseph Young,Ireland,ATM,Diego Smith,Low,Ireland
TXN000444,ACCT00002,CUST0001,2025-02-16 00:00:00,15000.0,WireTransfer,Atlas Freight,Switzerland,Branch,Mateo Clark,High,Ireland
TXN000445,ACCT00246,CUST0147,2025-02-17 00:00:00,213.22,WireTransfer,Anchor Ventures,Netherlands,Online,Sven Williams,Low,UAE
TXN000446,ACCT00072,CUST0039,2025-02-17 00:00:00,698.45,WireTransfer,John Ramirez,Australia,ATM,Linda Nguyen,Low,Netherlands
TXN000447,ACCT00027,CUST0014,2025-02-17 00:00:00,1189.18,Deposit,Fatima Robinson,Singapore,Online,Ethan Jones,High,India
TXN000448,ACCT00073,CUST0040,2025-02-17 00:00:00,694.93,ACH,Liam Martinez,Ireland,Branch,Sven Hill,Low,Singapore
TXN000449,ACCT00267,CUST0159,2025-02-17 00:00:00,2973.31,CashDeposit,Elizabeth Martinez,United Kingdom,Branch,Camila Thompson,Medium,France
TXN000450,ACCT00264,CUST0158,2025-02-17 00:00:00,1092.47,Deposit,Prime Group,UAE,Wire,Thomas Smith,Low,France
TXN000451,ACCT00175,CUST0106,2025-02-17 00:00:00,126.5,ACH,Ava Lewis,Netherlands,ATM,Emma Lewis,Low,Canada
TXN000452,ACCT00237,CUST0142,2025-02-17 00:00:00,173.19,ACH,Sunrise Imports,United Kingdom,ATM,Sofia Martinez,Low,Singapore
TXN000453,ACCT00031,CUST0017,2025-02-17 00:00:00,1507.92,WireTransfer,William Flores,Japan,Wire,Thomas King,High,Spain
TXN000454,ACCT00230,CUST0137,2025-02-17 00:00:00,457.76,CashDeposit,Robert Williams,France,Wire,Chloe Young,Medium,India
TXN000455,ACCT00200,CUST0122,2025-02-17 00:00:00,808.37,Deposit,Delta Capital,Spain,Wire,William Smith,Low,India
TXN000456,ACCT00011,CUST0005,2025-02-17 00:00:00,20000.0,WireTransfer,Arjun Scott,Afghanistan,Branch,Fatima Nguyen,High,Myanmar
TXN000457,ACCT00065,CUST0036,2025-02-17 00:00:00,223.72,CashDeposit,John Lee,Netherlands,Wire,Mia Scott,Medium,UAE
TXN000458,ACCT00161,CUST0096,2025-02-17 00:00:00,1013.93,CashDeposit,Mateo Nguyen,Germany,Branch,Karen Flores,Low,Ireland
TXN000459,ACCT00100,CUST0057,2025-02-18 00:00:00,2959.24,WireTransfer,Linda Sanchez,France,Branch,Robert Walker,Low,India
TXN000460,ACCT00089,CUST0049,2025-02-18 00:00:00,5198.92,CashDeposit,Arjun Martin,Singapore,Online,Diego Moore,Low,United States
TXN000461,ACCT00325,CUST0198,2025-02-18 00:00:00,226.63,CashDeposit,Michael Torres,Singapore,Online,Patricia Jackson,Low,France
TXN000462,ACCT00287,CUST0173,2025-02-18 00:00:00,1012.51,Deposit,Lucas Williams,UAE,Branch,Karen Clark,Low,United Kingdom
TXN000463,ACCT00170,CUST0103,2025-02-18 00:00:00,675.74,CashDeposit,Emma Hill,Germany,Online,Emma Wilson,Low,Ireland
TXN000464,ACCT00143,CUST0085,2025-02-18 00:00:00,437.92,ACH,William Jones,United Kingdom,ATM,Emma Anderson,Low,Japan
TXN000465,ACCT00011,CUST0005,2025-02-18 00:00:00,173.91,CashDeposit,Nova Holdings,Libya,Branch,Fatima Nguyen,High,Myanmar
TXN000466,ACCT00305,CUST0186,2025-02-18 00:00:00,753.07,Withdrawal,Liam Davis,Australia,Branch,Fatima King,Low,Canada
TXN000467,ACCT00116,CUST0068,2025-02-18 00:00:00,1301.59,ACH,William Moore,Germany,Branch,Charles Wilson,Medium,Ireland
TXN000468,ACCT00285,CUST0173,2025-02-18 00:00:00,83.46,CashDeposit,Charles Lewis,United Kingdom,Branch,Karen Clark,Low,United Kingdom
TXN000469,ACCT00111,CUST0064,2025-02-18 00:00:00,389.43,ACH,Robert Harris,Canada,Branch,Diego Jones,Low,Netherlands
TXN000470,ACCT00322,CUST0197,2025-02-19 00:00:00,192.41,Withdrawal,Ava Garcia,Canada,Wire,Linda Clark,Low,Spain
TXN000471,ACCT00144,CUST0086,2025-02-19 00:00:00,3126.19,Deposit,Sven Scott,UAE,Online,Olga Hernandez,Low,Singapore
TXN000472,ACCT00269,CUST0161,2025-02-19 00:00:00,1734.35,WireTransfer,Global Traders,Canada,Wire,Jessica Harris,Low,Australia
TXN000473,ACCT00064,CUST0035,2025-02-19 00:00:00,278.35,CashDeposit,David Lopez,United States,Branch,Diego Torres,Low,United Kingdom
TXN000474,ACCT00080,CUST0043,2025-02-19 00:00:00,602.51,CashDeposit,Sarah Perez,Spain,ATM,John Scott,Low,Singapore
TXN000475,ACCT00064,CUST0035,2025-02-19 00:00:00,564.56,Deposit,Richard Wright,Singapore,Online,Diego Torres,Low,United Kingdom
TXN000476,ACCT00167,CUST0100,2025-02-19 00:00:00,1524.97,Withdrawal,Sven Lewis,Ireland,Branch,Mateo Walker,Low,Netherlands
TXN000477,ACCT00274,CUST0164,2025-02-19 00:00:00,868.54,WireTransfer,Metro Holdings,India,Branch,Thomas Rodriguez,Medium,Switzerland
TXN000478,ACCT00226,CUST0136,2025-02-19 00:00:00,468.9,ACH,Lucas Brown,United States,Online,James Scott,Low,Japan
TXN000479,ACCT00084,CUST0046,2025-02-20 00:00:00,206.41,Withdrawal,Nova Imports,Spain,Wire,Michael Rodriguez,Low,UAE
TXN000480,ACCT00318,CUST0194,2025-02-20 00:00:00,714.71,Withdrawal,Pacific Trading,Ireland,Online,Thomas White,Low,Canada
TXN000481,ACCT00266,CUST0159,2025-02-20 00:00:00,2391.12,Withdrawal,Patricia Torres,Japan,ATM,Camila Thompson,Medium,France
TXN000482,ACCT00204,CUST0124,2025-02-20 00:00:00,799.38,CashDeposit,Ava Nguyen,Switzerland,Branch,Joseph Taylor,Low,Netherlands
TXN000483,ACCT00091,CUST0051,2025-02-20 00:00:00,991.97,Withdrawal,Barbara Lewis,Australia,Wire,Linda Jones,Low,Singapore
TXN000484,ACCT00200,CUST0122,2025-02-20 00:00:00,846.68,WireTransfer,Pacific Ventures,Ireland,Wire,William Smith,Low,India
TXN000485,ACCT00206,CUST0126,2025-02-20 00:00:00,352.29,ACH,John Wilson,Germany,Online,Elizabeth Jones,Low,United Kingdom
TXN000486,ACCT00130,CUST0077,2025-02-20 00:00:00,156.33,ACH,Linda Lopez,Japan,Online,Liam Ramirez,Medium,UAE
TXN000487,ACCT00224,CUST0135,2025-02-20 00:00:00,211.17,Withdrawal,Mateo Jones,Singapore,Wire,Yuki Garcia,Low,France
TXN000488,ACCT00328,CUST0200,2025-02-20 00:00:00,831.53,CashDeposit,Sven Williams,Ireland,Wire,Linda Moore,Low,Spain
TXN000489,ACCT00146,CUST0087,2025-02-21 00:00:00,172.18,ACH,Union Imports,Switzerland,Branch,Mia Nguyen,Medium,Canada
TXN000490,ACCT00083,CUST0045,2025-02-21 00:00:00,474.81,CashDeposit,Nova Enterprises,Ireland,Wire,Karen Green,Low,United States
TXN000491,ACCT00166,CUST0099,2025-02-21 00:00:00,243.73,CashDeposit,Robert Smith,Germany,ATM,Elizabeth Ramirez,Low,UAE
TXN000492,ACCT00235,CUST0141,2025-02-21 00:00:00,1255.97,Deposit,Richard Hernandez,United States,Branch,Charles King,Medium,India
TXN000493,ACCT00137,CUST0082,2025-02-21 00:00:00,984.78,ACH,Global Freight,United States,Wire,Sven Brown,Low,Spain
TXN000494,ACCT00307,CUST0187,2025-02-21 00:00:00,720.36,WireTransfer,Sunrise Enterprises,Ireland,Online,Robert Wright,Low,India
TXN000495,ACCT00165,CUST0099,2025-02-21 00:00:00,2831.32,Withdrawal,William Jones,Spain,Branch,Elizabeth Ramirez,Low,UAE
TXN000496,ACCT00135,CUST0080,2025-02-21 00:00:00,488.84,ACH,Fatima Perez,France,Online,Priya Lee,Medium,Canada
TXN000497,ACCT00276,CUST0166,2025-02-21 00:00:00,909.03,Deposit,Thomas Scott,Spain,ATM,Arjun Clark,Low,Germany
TXN000498,ACCT00247,CUST0148,2025-02-21 00:00:00,92.76,Deposit,Union Traders,Netherlands,Online,Elizabeth Young,Low,United Kingdom
TXN000499,ACCT00098,CUST0056,2025-02-21 00:00:00,530.34,Withdrawal,Union Partners,Singapore,ATM,Sven Thomas,Low,United Kingdom
TXN000500,ACCT00312,CUST0190,2025-02-21 00:00:00,366.0,CashDeposit,Noah Gonzalez,Australia,Branch,Mia Torres,Medium,Singapore
TXN000501,ACCT00125,CUST0074,2025-02-21 00:00:00,4408.93,Deposit,David Johnson,Spain,Wire,James Miller,Low,Germany
TXN000502,ACCT00280,CUST0170,2025-02-21 00:00:00,1800.07,ACH,Robert Wright,Ireland,ATM,Mateo Davis,Low,Australia
TXN000503,ACCT00189,CUST0114,2025-02-21 00:00:00,1553.36,Deposit,Horizon Holdings,Ireland,Branch,Emma Miller,Low,Netherlands
TXN000504,ACCT00138,CUST0082,2025-02-22 00:00:00,658.98,WireTransfer,Linda White,Canada,ATM,Sven Brown,Low,Spain
TXN000505,ACCT00168,CUST0101,2025-02-22 00:00:00,694.91,CashDeposit,William Jackson,Ireland,Wire,Jessica Garcia,Medium,India
TXN000506,ACCT00016,CUST0007,2025-02-22 00:00:00,7500.0,WireTransfer,Camila Anderson,Netherlands,Branch,Wei Wilson,High,Netherlands
TXN000507,ACCT00119,CUST0070,2025-02-22 00:00:00,583.32,CashDeposit,Ethan Lee,France,Online,Jennifer Jackson,Low,Switzerland
TXN000508,ACCT00050,CUST0029,2025-02-22 00:00:00,504.26,CashDeposit,Mia Scott,Spain,ATM,Sven Robinson,Low,Switzerland
TXN000509,ACCT00031,CUST0017,2025-02-23 00:00:00,627.72,Deposit,Prime Group,Venezuela,ATM,Thomas King,High,Spain
TXN000510,ACCT00084,CUST0046,2025-02-23 00:00:00,1693.11,Deposit,Emma King,United Kingdom,Online,Michael Rodriguez,Low,UAE
TXN000511,ACCT00150,CUST0090,2025-02-23 00:00:00,549.55,WireTransfer,Ava King,Spain,Online,Jennifer Walker,Low,UAE
TXN000512,ACCT00268,CUST0160,2025-02-23 00:00:00,1602.66,Withdrawal,Silver Trading,United Kingdom,ATM,Thomas Robinson,Low,Spain
TXN000513,ACCT00328,CUST0200,2025-02-23 00:00:00,116.49,ACH,Wei Green,Ireland,Online,Linda Moore,Low,Spain
TXN000514,ACCT00113,CUST0066,2025-02-23 00:00:00,231.9,ACH,Global Freight,India,Branch,Charles Torres,Low,Germany
TXN000515,ACCT00143,CUST0085,2025-02-23 00:00:00,276.31,WireTransfer,John Anderson,United Kingdom,Wire,Emma Anderson,Low,Japan
TXN000516,ACCT00241,CUST0144,2025-02-23 00:00:00,3891.91,CashDeposit,Falcon Freight,Germany,Wire,Karen Hill,Low,Switzerland
TXN000517,ACCT00047,CUST0028,2025-02-23 00:00:00,2042.34,Withdrawal,John Martinez,Switzerland,Wire,Sven Gonzalez,Low,Canada
TXN000518,ACCT00030,CUST0017,2025-02-23 00:00:00,2407.32,ACH,Horizon Logistics,North Korea,Online,Thomas King,High,Spain
TXN000519,ACCT00293,CUST0177,2025-02-23 00:00:00,565.59,Deposit,Linda Young,Singapore,Branch,Fatima Wilson,Low,Spain
TXN000520,ACCT00140,CUST0084,2025-02-23 00:00:00,424.03,Deposit,Priya Johnson,Netherlands,ATM,Ahmed Clark,Low,UAE
TXN000521,ACCT00061,CUST0034,2025-02-23 00:00:00,2098.05,WireTransfer,Ahmed Martin,Canada,Online,William Harris,Low,Japan
TXN000522,ACCT00076,CUST0041,2025-02-24 00:00:00,140.35,WireTransfer,Yuki Sanchez,Ireland,Branch,Arjun Thomas,Low,Japan
TXN000523,ACCT00308,CUST0188,2025-02-24 00:00:00,2235.36,ACH,Mary Taylor,Ireland,ATM,Noah Sanchez,Low,Switzerland
TXN000524,ACCT00146,CUST0087,2025-02-24 00:00:00,347.23,Withdrawal,Jennifer Jones,France,ATM,Mia Nguyen,Medium,Canada
TXN000525,ACCT00157,CUST0095,2025-02-24 00:00:00,688.25,ACH,Mary Jackson,Spain,Wire,Ahmed Sanchez,Medium,Canada
TXN000526,ACCT00216,CUST0131,2025-02-24 00:00:00,525.02,Withdrawal,Karen Wilson,Ireland,Online,Robert Lopez,Low,Singapore
TXN000527,ACCT00309,CUST0188,2025-02-24 00:00:00,286.97,CashDeposit,Jessica Smith,Japan,ATM,Noah Sanchez,Low,Switzerland
TXN000528,ACCT00012,CUST0005,2025-02-24 00:00:00,2368.77,Withdrawal,Chloe Harris,Venezuela,ATM,Fatima Nguyen,High,Myanmar
TXN000529,ACCT00329,CUST0200,2025-02-24 00:00:00,893.62,ACH,Linda Green,Singapore,Branch,Linda Moore,Low,Spain
TXN000530,ACCT00031,CUST0017,2025-02-24 00:00:00,96.57,CashDeposit,Wei Clark,Spain,Branch,Thomas King,High,Spain
TXN000531,ACCT00257,CUST0155,2025-02-25 00:00:00,368.74,Withdrawal,Liam Hernandez,UAE,Wire,Wei White,Low,United Kingdom
TXN000532,ACCT00276,CUST0166,2025-02-25 00:00:00,189.07,ACH,Sofia Rodriguez,India,Wire,Arjun Clark,Low,Germany
TXN000533,ACCT00027,CUST0014,2025-02-25 00:00:00,274.85,Withdrawal,Linda Scott,Libya,Branch,Ethan Jones,High,India
TXN000534,ACCT00269,CUST0161,2025-02-25 00:00:00,700.41,WireTransfer,Metro Trading,India,Branch,Jessica Harris,Low,Australia
TXN000535,ACCT00086,CUST0047,2025-02-25 00:00:00,1310.19,Withdrawal,Emma Martinez,Canada,ATM,Sarah Jackson,Low,Germany
TXN000536,ACCT00236,CUST0141,2025-02-25 00:00:00,1303.92,ACH,Charles Perez,United Kingdom,Online,Charles King,Medium,India
TXN000537,ACCT00119,CUST0070,2025-02-25 00:00:00,1630.82,WireTransfer,Chloe Wilson,Singapore,ATM,Jennifer Jackson,Low,Switzerland
TXN000538,ACCT00143,CUST0085,2025-02-25 00:00:00,116.3,Deposit,Nova Exchange,UAE,Online,Emma Anderson,Low,Japan
TXN000539,ACCT00244,CUST0146,2025-02-26 00:00:00,1133.98,Deposit,Camila Martinez,Canada,Wire,Yuki Lee,Medium,UAE
TXN000540,ACCT00228,CUST0137,2025-02-26 00:00:00,3003.8,Withdrawal,Robert Jones,Switzerland,Online,Chloe Young,Medium,India
TXN000541,ACCT00303,CUST0185,2025-02-26 00:00:00,826.68,ACH,Nova Enterprises,United Kingdom,Branch,Sven Wright,Low,UAE
TXN000542,ACCT00105,CUST0060,2025-02-26 00:00:00,555.31,Deposit,Liam Miller,Spain,Branch,Mary Davis,Medium,United Kingdom
TXN000543,ACCT00140,CUST0084,2025-02-26 00:00:00,726.8,Withdrawal,Anchor Logistics,Switzerland,Branch,Ahmed Clark,Low,UAE
TXN000544,ACCT00151,CUST0091,2025-02-26 00:00:00,415.7,Withdrawal,Lucas Moore,United States,Branch,John Williams,Low,Germany
TXN000545,ACCT00310,CUST0189,2025-02-27 00:00:00,352.33,Withdrawal,Linda Brown,Australia,Wire,Jennifer Lee,Low,United Kingdom
TXN000546,ACCT00207,CUST0126,2025-02-27 00:00:00,521.45,Deposit,Chloe Hernandez,Singapore,Wire,Elizabeth Jones,Low,United Kingdom
TXN000547,ACCT00249,CUST0149,2025-02-27 00:00:00,366.83,CashDeposit,Mia Rodriguez,Japan,Wire,Michael Lewis,Low,United States
TXN000548,ACCT00163,CUST0098,2025-02-27 00:00:00,2234.88,CashDeposit,Falcon Capital,Germany,Branch,Sven Young,Medium,Switzerland
TXN000549,ACCT00029,CUST0016,2025-02-27 00:00:00,53836.15,WireTransfer,Diego Thomas,Afghanistan,Wire,Priya Davis,High,Iran
TXN000550,ACCT00097,CUST0055,2025-02-27 00:00:00,726.62,CashDeposit,Mia Wright,Singapore,Branch,Barbara Clark,Low,United Kingdom
TXN000551,ACCT00267,CUST0159,2025-02-27 00:00:00,192.66,ACH,Sunrise Trading,Canada,Wire,Camila Thompson,Medium,France
TXN000552,ACCT00292,CUST0176,2025-02-27 00:00:00,899.37,Withdrawal,Sarah Rodriguez,India,Branch,Michael Young,Low,France
TXN000553,ACCT00029,CUST0016,2025-02-27 02:00:00,48747.44,WireTransfer,Arjun Taylor,Iran,Wire,Priya Davis,High,Iran
TXN000554,ACCT00012,CUST0005,2025-02-28 00:00:00,215.85,CashDeposit,Sofia Johnson,Syria,Online,Fatima Nguyen,High,Myanmar
TXN000555,ACCT00167,CUST0100,2025-02-28 00:00:00,210.97,WireTransfer,Nova Enterprises,UAE,Wire,Mateo Walker,Low,Netherlands
TXN000556,ACCT00047,CUST0028,2025-02-28 00:00:00,194.44,ACH,Mary Wright,Singapore,ATM,Sven Gonzalez,Low,Canada
TXN000557,ACCT00042,CUST0024,2025-02-28 00:00:00,562.78,Deposit,Charles Torres,Yemen,Online,Linda Thomas,High,Myanmar
TXN000558,ACCT00086,CUST0047,2025-02-28 00:00:00,132.48,ACH,Joseph Lee,Ireland,Online,Sarah Jackson,Low,Germany
TXN000559,ACCT00325,CUST0198,2025-03-01 00:00:00,310.28,ACH,Crown Capital,Switzerland,Branch,Patricia Jackson,Low,France
TXN000560,ACCT00204,CUST0124,2025-03-01 00:00:00,464.23,CashDeposit,Sunrise Imports,Australia,Branch,Joseph Taylor,Low,Netherlands
TXN000561,ACCT00292,CUST0176,2025-03-01 00:00:00,273.06,WireTransfer,Anchor Trading,France,ATM,Michael Young,Low,France
TXN000562,ACCT00084,CUST0046,2025-03-01 00:00:00,169.55,Deposit,Mia Lee,UAE,Online,Michael Rodriguez,Low,UAE
