transaction_id,account_id,transaction_date,amount,currency,transaction_type,counterparty_name,counterparty_country,channel
TXN000801,ACCT00038,2025-03-26 00:00:00,10000.0,USD,CashDeposit,Sarah Brown,Afghanistan,Branch
TXN000802,ACCT00247,2025-03-27 00:00:00,191.41,USD,Deposit,Sven Perez,Spain,Wire
TXN000803,ACCT00016,2025-03-27 00:00:00,204.89,USD,ACH,Chloe Brown,Yemen,ATM
TXN000804,ACCT00146,2025-03-27 00:00:00,524.43,USD,CashDeposit,Richard Nguyen,Germany,Wire
TXN000805,ACCT00172,2025-03-27 00:00:00,2012.16,USD,WireTransfer,Camila Young,Spain,Online
TXN000806,ACCT00105,2025-03-27 00:00:00,9000.0,USD,Deposit,Silver Traders,Australia,Online
TXN000807,ACCT00229,2025-03-27 00:00:00,715.82,USD,CashDeposit,Susan Jones,United Kingdom,Wire
TXN000808,ACCT00064,2025-03-27 00:00:00,644.91,USD,Withdrawal,William Scott,Singapore,Wire
TXN000809,ACCT00326,2025-03-28 00:00:00,805.85,USD,Withdrawal,Crown Logistics,Ireland,ATM
TXN000810,ACCT00199,2025-03-28 00:00:00,275.94,USD,ACH,Jennifer Flores,Germany,ATM
TXN000811,ACCT00008,2025-03-28 00:00:00,112.31,USD,WireTransfer,Nova Group,Libya,Online
TXN000812,ACCT00066,2025-03-28 00:00:00,2415.73,USD,WireTransfer,Global Imports,Netherlands,Wire
TXN000813,ACCT00257,2025-03-28 00:00:00,1067.06,USD,CashDeposit,Union Ventures,United States,ATM
TXN000814,ACCT00192,2025-03-28 00:00:00,521.09,USD,Withdrawal,Joseph Garcia,United States,Branch
TXN000815,ACCT00202,2025-03-28 00:00:00,421.53,USD,Deposit,Karen Johnson,United States,Branch
TXN000816,ACCT00322,2025-03-28 00:00:00,377.47,USD,Deposit,Emma Martinez,Germany,Online
TXN000817,ACCT00183,2025-03-28 00:00:00,1092.44,USD,WireTransfer,Jessica Walker,Switzerland,Wire
TXN000818,ACCT00243,2025-03-28 00:00:00,1234.76,USD,CashDeposit,Metro Ventures,Japan,Online
TXN000819,ACCT00084,2025-03-29 00:00:00,49.85,USD,WireTransfer,Chloe Hernandez,France,Online
TXN000820,ACCT00099,2025-03-29 00:00:00,417.37,USD,CashDeposit,Diego Robinson,United States,Branch
TXN000821,ACCT00061,2025-03-29 00:00:00,462.92,USD,Deposit,Arjun Walker,Switzerland,Branch
TXN000822,ACCT00086,2025-03-29 00:00:00,2444.86,USD,WireTransfer,Charles Brown,India,Online
TXN000823,ACCT00153,2025-03-29 00:00:00,851.94,USD,Deposit,Emma Thomas,India,ATM
TXN000824,ACCT00227,2025-03-29 00:00:00,1841.17,USD,ACH,William Garcia,Singapore,Online
TXN000825,ACCT00288,2025-03-29 00:00:00,203.56,USD,CashDeposit,Global Imports,France,Wire
TXN000826,ACCT00045,2025-03-30 00:00:00,150.0,USD,Withdrawal,Ethan Lee,Japan,Branch
TXN000827,ACCT00048,2025-03-30 00:00:00,10000.0,USD,CashDeposit,Nova Logistics,UAE,Branch
TXN000828,ACCT00128,2025-03-30 00:00:00,560.11,USD,ACH,Ahmed Moore,Ireland,Branch
TXN000829,ACCT00265,2025-03-30 00:00:00,168.6,USD,Withdrawal,William Miller,UAE,Online
TXN000830,ACCT00304,2025-03-30 00:00:00,2089.67,USD,CashDeposit,Barbara Williams,Switzerland,ATM
TXN000831,ACCT00262,2025-03-30 00:00:00,792.57,USD,WireTransfer,Ava Miller,Spain,Online
TXN000832,ACCT00016,2025-03-30 00:00:00,46.56,USD,WireTransfer,Silver Holdings,Australia,Branch
TXN000833,ACCT00208,2025-03-31 00:00:00,206.9,USD,ACH,Mary Ramirez,United Kingdom,ATM
TXN000834,ACCT00287,2025-03-31 00:00:00,240.84,USD,CashDeposit,Jessica White,Australia,ATM
TXN000835,ACCT00079,2025-03-31 00:00:00,106.04,USD,WireTransfer,Metro Trading,India,Online
TXN000836,ACCT00133,2025-03-31 00:00:00,1281.65,USD,Deposit,Horizon Trading,Spain,ATM
TXN000837,ACCT00254,2025-03-31 00:00:00,463.32,USD,Withdrawal,Joseph Wright,Singapore,ATM
TXN000838,ACCT00325,2025-03-31 00:00:00,445.06,USD,Withdrawal,Diego Jones,Netherlands,Online
TXN000839,ACCT00110,2025-03-31 00:00:00,795.99,USD,Deposit,Silver Partners,UAE,Online
TXN000840,ACCT00254,2025-03-31 00:00:00,679.9,USD,Withdrawal,Diego King,Australia,ATM
TXN000841,ACCT00050,2025-03-31 00:00:00,632.85,USD,CashDeposit,Summit Logistics,Spain,Branch
TXN000842,ACCT00250,2025-03-31 00:00:00,922.07,USD,WireTransfer,Robert King,Australia,Branch
TXN000843,ACCT00220,2025-03-31 00:00:00,2374.05,USD,CashDeposit,Wei Jackson,Australia,Wire
TXN000844,ACCT00223,2025-03-31 00:00:00,395.99,USD,ACH,Silver Partners,Spain,ATM
TXN000845,ACCT00202,2025-04-01 00:00:00,440.1,USD,CashDeposit,Mary Green,Spain,Online
TXN000846,ACCT00210,2025-04-01 00:00:00,274.05,USD,Withdrawal,Elizabeth Davis,Switzerland,ATM
TXN000847,ACCT00316,2025-04-01 00:00:00,1641.62,USD,CashDeposit,Thomas Jones,Japan,Branch
TXN000848,ACCT00124,2025-04-01 00:00:00,253.56,USD,WireTransfer,Pacific Logistics,UAE,Online
TXN000849,ACCT00037,2025-04-02 00:00:00,15000.0,USD,WireTransfer,Noah Clark,Venezuela,Branch
TXN000850,ACCT00127,2025-04-02 00:00:00,534.24,USD,ACH,William Johnson,France,Wire
TXN000851,ACCT00070,2025-04-02 00:00:00,247.24,USD,ACH,Horizon Traders,India,Online
TXN000852,ACCT00249,2025-04-02 00:00:00,875.45,USD,Deposit,Susan Rodriguez,India,Wire
TXN000853,ACCT00178,2025-04-02 00:00:00,318.31,USD,WireTransfer,Horizon Ventures,Japan,ATM
TXN000854,ACCT00102,2025-04-02 00:00:00,319.07,USD,Withdrawal,Nova Traders,United States,Wire
TXN000855,ACCT00175,2025-04-02 00:00:00,217.66,USD,WireTransfer,Joseph Gonzalez,Netherlands,Online
TXN000856,ACCT00163,2025-04-02 00:00:00,412.06,USD,ACH,Yuki Williams,United States,Wire
TXN000857,ACCT00089,2025-04-02 00:00:00,1139.44,USD,ACH,Silver Enterprises,United States,Online
TXN000858,ACCT00005,2025-04-02 00:00:00,2315.38,USD,CashDeposit,Mary Martin,Myanmar,Wire
TXN000859,ACCT00147,2025-04-02 00:00:00,2732.56,USD,CashDeposit,Wei Walker,Canada,Branch
TXN000860,ACCT00215,2025-04-02 00:00:00,129.09,USD,WireTransfer,Falcon Partners,Switzerland,Branch
TXN000861,ACCT00283,2025-04-02 00:00:00,424.87,USD,ACH,Arjun Lopez,Spain,Branch
TXN000862,ACCT00310,2025-04-03 00:00:00,48.39,USD,Deposit,Nova Freight,Australia,Branch
TXN000863,ACCT00130,2025-04-03 00:00:00,322.06,USD,WireTransfer,Thomas Smith,India,Wire
TXN000864,ACCT00312,2025-04-03 00:00:00,570.89,USD,Deposit,Arjun Wilson,UAE,Wire
TXN000865,ACCT00072,2025-04-03 00:00:00,191.74,USD,CashDeposit,Atlas Trading,UAE,Online
TXN000866,ACCT00217,2025-04-03 00:00:00,391.91,USD,WireTransfer,Ahmed Lee,India,Online
TXN000867,ACCT00083,2025-04-03 00:00:00,788.72,USD,ACH,Karen Thompson,Switzerland,Branch
TXN000868,ACCT00306,2025-04-03 00:00:00,447.58,USD,Deposit,Elizabeth Lopez,UAE,Online
TXN000869,ACCT00138,2025-04-03 00:00:00,776.81,USD,ACH,Chloe Jackson,Switzerland,Online
TXN000870,ACCT00156,2025-04-04 00:00:00,657.15,USD,ACH,Pacific Traders,Canada,Wire
TXN000871,ACCT00186,2025-04-04 00:00:00,319.2,USD,Withdrawal,Barbara Williams,UAE,Online
TXN000872,ACCT00189,2025-04-04 00:00:00,271.76,USD,CashDeposit,Diego Johnson,India,ATM
TXN000873,ACCT00108,2025-04-04 00:00:00,244.86,USD,WireTransfer,Sven Hernandez,United Kingdom,Branch
TXN000874,ACCT00286,2025-04-04 00:00:00,912.66,USD,WireTransfer,Chloe Perez,India,ATM
TXN000875,ACCT00271,2025-04-04 00:00:00,6658.43,USD,Withdrawal,Linda Green,Netherlands,ATM
TXN000876,ACCT00207,2025-04-04 00:00:00,633.4,USD,CashDeposit,Thomas Sanchez,United Kingdom,ATM
TXN000877,ACCT00016,2025-04-04 00:00:00,83.23,USD,WireTransfer,Lucas Harris,Venezuela,Online
TXN000878,ACCT00265,2025-04-04 00:00:00,695.91,USD,ACH,John Robinson,Switzerland,Branch
TXN000879,ACCT00049,2025-04-05 00:00:00,871.02,USD,Withdrawal,Crown Partners,Germany,ATM
TXN000880,ACCT00129,2025-04-05 00:00:00,2053.62,USD,ACH,Mateo Wright,Japan,Branch
TXN000881,ACCT00064,2025-04-05 00:00:00,1970.15,USD,Deposit,Arjun Jones,Ireland,ATM
TXN000882,ACCT00243,2025-04-05 00:00:00,499.61,USD,CashDeposit,Delta Trading,Switzerland,Branch
TXN000883,ACCT00068,2025-04-05 00:00:00,1373.55,USD,Deposit,Joseph Flores,Netherlands,ATM
TXN000884,ACCT00188,2025-04-05 00:00:00,3039.0,USD,WireTransfer,Priya Gonzalez,Germany,Wire
TXN000885,ACCT00085,2025-04-05 00:00:00,261.58,USD,WireTransfer,John Harris,UAE,Wire
TXN000886,ACCT00009,2025-04-05 00:00:00,13305.14,USD,WireTransfer,Viktor Kessler,Venezuela,Wire
TXN000887,ACCT00224,2025-04-05 00:00:00,551.81,USD,CashDeposit,Joseph Gonzalez,Canada,Wire
TXN000888,ACCT00287,2025-04-05 00:00:00,1496.37,USD,WireTransfer,Barbara Hill,India,Branch
TXN000889,ACCT00146,2025-04-06 00:00:00,1138.07,USD,Withdrawal,Summit Imports,France,Online
TXN000890,ACCT00273,2025-04-06 00:00:00,288.78,USD,Withdrawal,Liam Miller,France,Branch
TXN000891,ACCT00261,2025-04-06 00:00:00,379.7,USD,CashDeposit,Noah Lopez,UAE,ATM
TXN000892,ACCT00259,2025-04-06 00:00:00,197.09,USD,Withdrawal,Lucas Moore,Switzerland,Online
TXN000893,ACCT00088,2025-04-06 00:00:00,5796.46,USD,ACH,Karen Hill,Singapore,ATM
TXN000894,ACCT00134,2025-04-06 00:00:00,251.73,USD,ACH,Pacific Imports,United States,ATM
TXN000895,ACCT00005,2025-04-06 00:00:00,27354.63,USD,WireTransfer,Vantage Import Group,Venezuela,Wire
TXN000896,ACCT00257,2025-04-06 00:00:00,1547.33,USD,Deposit,Prime Enterprises,Spain,Branch
TXN000897,ACCT00064,2025-04-06 00:00:00,764.59,USD,CashDeposit,Sarah Flores,Australia,ATM
TXN000898,ACCT00174,2025-04-06 00:00:00,761.83,USD,WireTransfer,Global Imports,Ireland,Branch
TXN000899,ACCT00212,2025-04-06 00:00:00,2666.01,USD,Deposit,Joseph Wilson,United States,Branch
TXN000900,ACCT00317,2025-04-06 00:00:00,1945.45,USD,CashDeposit,Silver Logistics,Japan,Online
TXN000901,ACCT00092,2025-04-07 00:00:00,846.2,USD,Deposit,James Young,Switzerland,Wire
TXN000902,ACCT00313,2025-04-07 00:00:00,120.53,USD,CashDeposit,Priya Hill,Canada,Wire
TXN000903,ACCT00272,2025-04-07 00:00:00,301.6,USD,ACH,Jennifer Garcia,France,Branch
TXN000904,ACCT00137,2025-04-07 00:00:00,1071.01,USD,CashDeposit,Silver Trading,UAE,Wire
TXN000905,ACCT00086,2025-04-07 00:00:00,362.96,USD,Deposit,Ava Perez,Spain,Branch
TXN000906,ACCT00288,2025-04-07 00:00:00,340.32,USD,ACH,Ethan Hernandez,Canada,Online
TXN000907,ACCT00061,2025-04-07 00:00:00,405.96,USD,Deposit,Crown Enterprises,United Kingdom,Online
TXN000908,ACCT00212,2025-04-07 00:00:00,1433.98,USD,Withdrawal,William Sanchez,Ireland,ATM
TXN000909,ACCT00123,2025-04-07 00:00:00,2145.75,USD,ACH,Karen King,Spain,Online
TXN000910,ACCT00240,2025-04-07 00:00:00,1906.06,USD,CashDeposit,Nova Partners,UAE,ATM
TXN000911,ACCT00266,2025-04-07 00:00:00,72.47,USD,Withdrawal,Metro Enterprises,United States,Branch
TXN000912,ACCT00038,2025-04-07 00:00:00,1252.54,USD,Withdrawal,David Wilson,Myanmar,Wire
TXN000913,ACCT00134,2025-04-08 00:00:00,1111.08,USD,WireTransfer,Priya Williams,United Kingdom,Branch
TXN000914,ACCT00016,2025-04-08 00:00:00,7500.0,USD,CashDeposit,Joseph Perez,Canada,Branch
TXN000915,ACCT00008,2025-04-08 00:00:00,1587.01,USD,Deposit,Susan Sanchez,UAE,Wire
TXN000916,ACCT00217,2025-04-08 00:00:00,376.02,USD,ACH,Crown Trading,Canada,ATM
TXN000917,ACCT00114,2025-04-08 00:00:00,44.56,USD,Withdrawal,Ethan Ramirez,UAE,Wire
TXN000918,ACCT00160,2025-04-08 00:00:00,1010.7,USD,Withdrawal,Chloe Torres,Singapore,Wire
TXN000919,ACCT00073,2025-04-08 00:00:00,574.21,USD,WireTransfer,Karen Lee,UAE,Wire
TXN000920,ACCT00300,2025-04-08 00:00:00,1036.42,USD,ACH,Robert Thomas,Switzerland,Online
TXN000921,ACCT00159,2025-04-09 00:00:00,1770.22,USD,Deposit,Michael Wilson,Switzerland,Branch
TXN000922,ACCT00064,2025-04-09 00:00:00,369.16,USD,Deposit,Thomas Williams,Australia,Wire
TXN000923,ACCT00080,2025-04-09 00:00:00,341.01,USD,Deposit,Falcon Freight,Netherlands,Branch
TXN000924,ACCT00004,2025-04-09 00:00:00,2443.17,USD,Deposit,Barbara Smith,Libya,ATM
TXN000925,ACCT00256,2025-04-09 00:00:00,307.74,USD,CashDeposit,Mary Brown,Spain,ATM
TXN000926,ACCT00174,2025-04-09 00:00:00,330.55,USD,CashDeposit,Sunrise Enterprises,UAE,Online
TXN000927,ACCT00031,2025-04-09 00:00:00,2387.32,USD,Withdrawal,Summit Freight,Venezuela,Branch
TXN000928,ACCT00047,2025-04-09 00:00:00,1272.37,USD,WireTransfer,Anchor Group,Canada,Branch
TXN000929,ACCT00147,2025-04-09 00:00:00,459.63,USD,CashDeposit,Metro Logistics,Singapore,Branch
TXN000930,ACCT00210,2025-04-09 00:00:00,551.52,USD,ACH,Pacific Freight,France,ATM
TXN000931,ACCT00108,2025-04-09 00:00:00,2482.73,USD,CashDeposit,Noah King,Netherlands,Branch
TXN000932,ACCT00299,2025-04-09 00:00:00,518.34,USD,WireTransfer,Mia Rodriguez,Australia,Wire
TXN000933,ACCT00136,2025-04-09 00:00:00,308.23,USD,ACH,Sofia Thompson,Ireland,ATM
TXN000934,ACCT00314,2025-04-10 00:00:00,128.14,USD,Withdrawal,Linda Davis,United States,Wire
TXN000935,ACCT00300,2025-04-10 00:00:00,121.25,USD,WireTransfer,Union Imports,France,Wire
TXN000936,ACCT00268,2025-04-10 00:00:00,909.72,USD,WireTransfer,John Smith,UAE,ATM
TXN000937,ACCT00277,2025-04-10 00:00:00,2190.11,USD,Withdrawal,Chloe Young,France,Wire
TXN000938,ACCT00303,2025-04-10 00:00:00,229.47,USD,Deposit,Charles Martin,Germany,Online
TXN000939,ACCT00306,2025-04-10 00:00:00,1168.1,USD,CashDeposit,James Lee,Germany,Wire
TXN000940,ACCT00187,2025-04-10 00:00:00,1056.99,USD,Deposit,Karen Lee,Germany,Online
TXN000941,ACCT00241,2025-04-10 00:00:00,178.73,USD,ACH,Ahmed Ramirez,United States,ATM
TXN000942,ACCT00279,2025-04-10 00:00:00,178.43,USD,WireTransfer,Mia Lee,Japan,ATM
TXN000943,ACCT00052,2025-04-10 00:00:00,7500.0,USD,WireTransfer,Charles Williams,Canada,Branch
TXN000944,ACCT00290,2025-04-10 00:00:00,1522.68,USD,Deposit,Horizon Trading,Singapore,Online
TXN000945,ACCT00291,2025-04-11 00:00:00,423.29,USD,WireTransfer,Union Capital,UAE,Online
TXN000946,ACCT00128,2025-04-11 00:00:00,707.06,USD,Deposit,Michael Martinez,UAE,ATM
TXN000947,ACCT00111,2025-04-11 00:00:00,2012.39,USD,Withdrawal,Crown Holdings,France,ATM
TXN000948,ACCT00276,2025-04-11 00:00:00,1382.13,USD,Deposit,Wei Lewis,Netherlands,Online
TXN000949,ACCT00248,2025-04-11 00:00:00,286.66,USD,ACH,Yuki Garcia,Japan,ATM
TXN000950,ACCT00262,2025-04-12 00:00:00,4435.03,USD,CashDeposit,Anchor Trading,Netherlands,ATM
TXN000951,ACCT00001,2025-04-12 00:00:00,281.35,USD,CashDeposit,Delta Capital,Iran,Wire
TXN000952,ACCT00212,2025-04-12 00:00:00,975.54,USD,ACH,Crown Partners,India,Online
TXN000953,ACCT00098,2025-04-12 00:00:00,407.95,USD,Deposit,Nova Exchange,Australia,Wire
TXN000954,ACCT00187,2025-04-12 00:00:00,2725.64,USD,Deposit,Lucas Smith,Netherlands,Online
TXN000955,ACCT00023,2025-04-12 00:00:00,30000.0,USD,CashDeposit,Chloe Taylor,Iran,Branch
TXN000956,ACCT00193,2025-04-12 00:00:00,979.27,USD,Withdrawal,Jessica Hernandez,United Kingdom,Branch
TXN000957,ACCT00270,2025-04-12 00:00:00,289.47,USD,Withdrawal,Camila Taylor,United Kingdom,Wire
TXN000958,ACCT00223,2025-04-12 00:00:00,351.89,USD,ACH,Anchor Traders,Germany,Wire
TXN000959,ACCT00020,2025-04-12 01:00:00,9881.3,USD,CashDeposit,Thomas Hernandez,Switzerland,Branch
TXN000960,ACCT00292,2025-04-13 00:00:00,317.55,USD,WireTransfer,Noah Moore,Japan,Online
TXN000961,ACCT00294,2025-04-13 00:00:00,609.45,USD,WireTransfer,Sunrise Imports,Ireland,Wire
TXN000962,ACCT00096,2025-04-13 00:00:00,799.95,USD,WireTransfer,Delta Freight,United Kingdom,Wire
TXN000963,ACCT00312,2025-04-13 00:00:00,744.21,USD,WireTransfer,Susan Williams,Spain,ATM
TXN000964,ACCT00056,2025-04-13 00:00:00,482.82,USD,CashDeposit,Jennifer Torres,UAE,Branch
TXN000965,ACCT00301,2025-04-13 00:00:00,684.89,USD,Withdrawal,James Rodriguez,Netherlands,Online
TXN000966,ACCT00066,2025-04-13 00:00:00,512.14,USD,WireTransfer,Jennifer Davis,Ireland,Online
TXN000967,ACCT00102,2025-04-13 00:00:00,391.88,USD,ACH,Lucas Flores,Japan,Wire
TXN000968,ACCT00098,2025-04-13 00:00:00,1975.84,USD,WireTransfer,Sunrise Imports,Netherlands,ATM
TXN000969,ACCT00037,2025-04-13 00:00:00,716.2,USD,WireTransfer,Richard Johnson,Ireland,Branch
TXN000970,ACCT00020,2025-04-13 09:00:00,9763.68,USD,CashDeposit,Metro Imports,UAE,Branch
TXN000971,ACCT00118,2025-04-14 00:00:00,410.32,USD,Withdrawal,Global Exchange,Germany,ATM
TXN000972,ACCT00267,2025-04-14 00:00:00,371.75,USD,Deposit,Union Freight,France,ATM
TXN000973,ACCT00219,2025-04-14 00:00:00,2353.61,USD,WireTransfer,Summit Imports,Switzerland,Branch
TXN000974,ACCT00003,2025-04-14 00:00:00,745.26,USD,CashDeposit,Prime Partners,UAE,ATM
TXN000975,ACCT00097,2025-04-14 00:00:00,561.05,USD,Withdrawal,Anchor Ventures,United Kingdom,ATM
TXN000976,ACCT00328,2025-04-14 00:00:00,393.22,USD,Deposit,Chloe Flores,Singapore,Wire
TXN000977,ACCT00216,2025-04-14 00:00:00,257.52,USD,CashDeposit,Nova Ventures,Australia,ATM
TXN000978,ACCT00292,2025-04-14 00:00:00,165.63,USD,Deposit,Summit Capital,Canada,Online
TXN000979,ACCT00150,2025-04-14 00:00:00,255.59,USD,ACH,Sunrise Freight,Canada,Online
TXN000980,ACCT00209,2025-04-14 00:00:00,807.63,USD,Withdrawal,Fatima Green,France,Online
TXN000981,ACCT00020,2025-04-14 18:00:00,9123.26,USD,CashDeposit,Joseph Johnson,Afghanistan,Branch
TXN000982,ACCT00277,2025-04-15 00:00:00,1591.31,USD,CashDeposit,Noah Perez,Germany,ATM
TXN000983,ACCT00165,2025-04-15 00:00:00,104.98,USD,WireTransfer,David Robinson,UAE,Wire
TXN000984,ACCT00086,2025-04-15 00:00:00,408.34,USD,CashDeposit,Mateo Rodriguez,France,Branch
TXN000985,ACCT00046,2025-04-15 00:00:00,697.82,USD,CashDeposit,Michael Green,Australia,Branch
TXN000986,ACCT00130,2025-04-15 00:00:00,205.9,USD,Deposit,Richard White,Switzerland,ATM
TXN000987,ACCT00137,2025-04-15 00:00:00,1490.88,USD,CashDeposit,Diego White,United Kingdom,Wire
TXN000988,ACCT00020,2025-04-15 00:00:00,9271.28,USD,CashDeposit,John Smith,Venezuela,Branch
TXN000989,ACCT00301,2025-04-15 00:00:00,598.17,USD,Deposit,Silver Exchange,United States,Online
TXN000990,ACCT00278,2025-04-15 00:00:00,532.34,USD,CashDeposit,Ava Thomas,Netherlands,Online
TXN000991,ACCT00139,2025-04-15 00:00:00,1557.59,USD,Deposit,David Davis,Singapore,ATM
TXN000992,ACCT00005,2025-04-16 00:00:00,408.55,USD,Deposit,Patricia Thomas,Libya,Branch
TXN000993,ACCT00116,2025-04-16 00:00:00,488.23,USD,Withdrawal,Noah Hernandez,France,Online
TXN000994,ACCT00244,2025-04-16 00:00:00,717.57,USD,ACH,Jessica Young,Germany,ATM
TXN000995,ACCT00155,2025-04-16 00:00:00,674.7,USD,Deposit,Sarah Scott,Japan,Online
TXN000996,ACCT00090,2025-04-16 00:00:00,1290.62,USD,CashDeposit,Mary Garcia,United Kingdom,Online
TXN000997,ACCT00167,2025-04-16 00:00:00,872.62,USD,Deposit,Mary Johnson,United Kingdom,ATM
TXN000998,ACCT00306,2025-04-16 00:00:00,598.97,USD,CashDeposit,Susan Wilson,Switzerland,Wire
TXN000999,ACCT00298,2025-04-16 00:00:00,122.8,USD,Deposit,James Lopez,Netherlands,ATM
TXN001000,ACCT00027,2025-04-16 00:00:00,158.48,USD,CashDeposit,Elizabeth Moore,Iran,Online
TXN001001,ACCT00001,2025-04-16 06:00:00,9653.97,USD,CashDeposit,David Thompson,Japan,Branch
TXN001002,ACCT00020,2025-04-16 10:00:00,9772.34,USD,CashDeposit,John Harris,North Korea,Branch
TXN001003,ACCT00301,2025-04-17 00:00:00,385.25,USD,WireTransfer,Anchor Capital,United Kingdom,Branch
TXN001004,ACCT00188,2025-04-17 00:00:00,534.83,USD,WireTransfer,Arjun Ramirez,Spain,ATM
TXN001005,ACCT00142,2025-04-17 00:00:00,3301.9,USD,CashDeposit,Emma Miller,United Kingdom,Branch
TXN001006,ACCT00104,2025-04-17 00:00:00,256.38,USD,WireTransfer,Barbara Gonzalez,Switzerland,Branch
TXN001007,ACCT00001,2025-04-17 19:00:00,9112.84,USD,CashDeposit,Noah Flores,Japan,Branch
TXN001008,ACCT00023,2025-04-18 00:00:00,583.86,USD,CashDeposit,William Green,Netherlands,ATM
TXN001009,ACCT00267,2025-04-18 00:00:00,545.7,USD,CashDeposit,Lucas Hernandez,United States,Branch
TXN001010,ACCT00278,2025-04-18 00:00:00,1539.89,USD,CashDeposit,Falcon Partners,UAE,ATM
TXN001011,ACCT00183,2025-04-18 00:00:00,695.25,USD,WireTransfer,John Robinson,Australia,Branch
TXN001012,ACCT00312,2025-04-18 00:00:00,558.46,USD,ACH,Thomas Harris,Netherlands,Online
TXN001013,ACCT00214,2025-04-18 00:00:00,733.68,USD,WireTransfer,Noah Moore,Spain,Online
TXN001014,ACCT00096,2025-04-18 00:00:00,144.65,USD,WireTransfer,Liam Martin,Switzerland,Branch
TXN001015,ACCT00109,2025-04-18 00:00:00,204.58,USD,ACH,David Smith,United States,ATM
TXN001016,ACCT00113,2025-04-18 00:00:00,263.13,USD,WireTransfer,Fatima Hernandez,Germany,Wire
TXN001017,ACCT00001,2025-04-18 01:00:00,9365.79,USD,CashDeposit,Ava Wright,United States,Branch
TXN001018,ACCT00119,2025-04-19 00:00:00,538.54,USD,ACH,Sarah Green,Canada,Online
TXN001019,ACCT00268,2025-04-19 00:00:00,641.73,USD,Deposit,Elizabeth Johnson,Canada,ATM
TXN001020,ACCT00238,2025-04-19 00:00:00,281.6,USD,Withdrawal,Liam Moore,Switzerland,ATM
TXN001021,ACCT00150,2025-04-19 00:00:00,4041.41,USD,Deposit,Richard Young,India,Online
TXN001022,ACCT00050,2025-04-19 00:00:00,171.01,USD,Deposit,Mateo Walker,Singapore,ATM
TXN001023,ACCT00101,2025-04-19 00:00:00,1389.7,USD,Deposit,John Torres,Australia,ATM
TXN001024,ACCT00282,2025-04-19 00:00:00,554.74,USD,Withdrawal,Barbara King,Spain,ATM
TXN001025,ACCT00315,2025-04-19 00:00:00,120.92,USD,ACH,Horizon Traders,Japan,Online
TXN001026,ACCT00001,2025-04-19 12:00:00,9532.19,USD,CashDeposit,Fatima Thomas,Iran,Branch
TXN001027,ACCT00329,2025-04-20 00:00:00,443.92,USD,ACH,Linda Sanchez,United Kingdom,Online
TXN001028,ACCT00268,2025-04-20 00:00:00,1322.22,USD,CashDeposit,Mia Young,United Kingdom,ATM
TXN001029,ACCT00133,2025-04-20 00:00:00,451.01,USD,Deposit,Liam Williams,Germany,Wire
TXN001030,ACCT00091,2025-04-20 00:00:00,392.05,USD,CashDeposit,Horizon Holdings,Japan,Online
TXN001031,ACCT00097,2025-04-20 00:00:00,548.04,USD,WireTransfer,Falcon Trading,Japan,Wire
TXN001032,ACCT00144,2025-04-20 00:00:00,47.52,USD,Deposit,Anchor Freight,Spain,Online
TXN001033,ACCT00056,2025-04-20 00:00:00,1255.35,USD,CashDeposit,Sofia Green,Ireland,Wire
TXN001034,ACCT00001,2025-04-20 08:00:00,9005.42,USD,CashDeposit,Ethan Martinez,Switzerland,Branch
TXN001035,ACCT00301,2025-04-21 00:00:00,310.93,USD,WireTransfer,Silver Enterprises,United States,Online
TXN001036,ACCT00297,2025-04-21 00:00:00,732.87,USD,Deposit,Noah Anderson,Japan,Online
TXN001037,ACCT00028,2025-04-21 00:00:00,30000.0,USD,CashDeposit,Fatima Garcia,Spain,Branch
TXN001038,ACCT00286,2025-04-21 00:00:00,440.36,USD,WireTransfer,Mia Davis,Germany,Branch
TXN001039,ACCT00054,2025-04-21 00:00:00,533.27,USD,ACH,Joseph Clark,Spain,Wire
TXN001040,ACCT00085,2025-04-21 00:00:00,799.0,USD,CashDeposit,James Ramirez,Spain,Wire
TXN001041,ACCT00295,2025-04-21 00:00:00,1150.92,USD,Withdrawal,Liam Johnson,United Kingdom,Online
TXN001042,ACCT00099,2025-04-21 00:00:00,390.45,USD,WireTransfer,Anchor Logistics,Japan,Online
TXN001043,ACCT00045,2025-04-21 00:00:00,992.68,USD,ACH,Sven Williams,UAE,Online
TXN001044,ACCT00172,2025-04-21 00:00:00,1431.48,USD,Deposit,Summit Trading,United Kingdom,Online
TXN001045,ACCT00229,2025-04-21 00:00:00,1973.85,USD,ACH,David Martin,India,Online
TXN001046,ACCT00201,2025-04-21 00:00:00,500.26,USD,ACH,Karen Perez,Singapore,ATM
TXN001047,ACCT00147,2025-04-21 00:00:00,181.61,USD,WireTransfer,Sunrise Imports,Germany,Branch
TXN001048,ACCT00155,2025-04-22 00:00:00,139.18,USD,WireTransfer,James Ramirez,United States,Branch
TXN001049,ACCT00246,2025-04-22 00:00:00,774.67,USD,WireTransfer,Nova Partners,United States,Branch
TXN001050,ACCT00081,2025-04-22 00:00:00,1793.71,USD,CashDeposit,Jennifer Flores,UAE,Branch
TXN001051,ACCT00090,2025-04-22 00:00:00,181.85,USD,Withdrawal,Mateo Smith,United Kingdom,ATM
TXN001052,ACCT00278,2025-04-22 00:00:00,2248.9,USD,ACH,Arjun Thomas,United States,Branch
